datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Seasonal,Weekday Name,Sales Price,Comp Price,Competitor2,Competitor3,Competitor4,Competitor5,MRP,Cost of Manufacturing,inflation rate,Demand Score,discount rate,Margin,Inventory levels,Govt regulations,Expiry days
5/6/2018,3.34,10.66,0.25,18.2,9,0,3,13.5,2018,5,Sunday,12.71,12.09,13.12,12.27,11.61,13.65,15.27,7.06,2.8,2.02,8,45.11,193.99,15,69
5/7/2018,9.66,0.033,0,22,13,0,7,3,2018,5,Monday,16.83,17.21,17.91,16.2,17.87,17.66,20.14,8.53,2.8,1,5,51.5,190.65,15,85
5/8/2018,10.5,5.84,1,15,14,2,1,9,2018,5,Tuesday,16.41,16.71,17.03,15,18.01,16.65,19.44,8.37,2.8,9.75,14,46.08,180.99,15,56
5/9/2018,9.34,2.33,7,24.4,8,2,2,5,2018,5,Wednesday,17.65,17.82,16.71,18.35,16.44,18.63,20.5,9.72,2.8,1.57,6,46.74,170.49,15,78
5/10/2018,8.5,5.32,6,39,12,0,1,6,2018,5,Thursday,17.93,19.08,18.68,18.03,16.29,19.35,21.93,8.91,2.8,9.83,6,51.94,161.15,15,38
5/11/2018,9.33,1.34,3,19,6,0,2,10,2018,5,Friday,12.49,11.27,13.59,12.2,13.45,13.7,15.57,7.14,2.8,8.2,5,45.3,152.65,15,65
5/12/2018,1.33,3.66,5.15,27,10,0,11,8,2018,5,Saturday,13.01,14.17,11.89,12.71,13.51,12.29,15.07,7.51,2.8,8.26,7,43.57,143.32,15,75
5/13/2018,5.16,5.759,3,14.4,3,0,7,10,2018,5,Sunday,12.64,13.06,13.7,11.89,13.48,11.4,15.09,5.95,2.8,0.01,9,52.97,141.99,15,83
5/14/2018,6,6.539,1,20,4,1,37,3,2018,5,Monday,14.94,16.05,15.33,14.71,13.97,13.64,18.33,6.64,2.8,2.37,13,53.56,136.83,15,38
5/15/2018,4,0.67,2,14,11,0,5,7,2018,5,Tuesday,17.9,17.02,17.92,19.09,16.74,16.47,21.53,8.56,2.8,5.08,8,52.75,130.83,15,86
5/16/2018,4.01,2.33,2.5,13.4,9,0,2,8,2018,5,Wednesday,15.69,14.43,15.75,16.34,14.59,15.93,19.39,6.33,2.8,3.6,5,61.39,126.83,15,77
5/17/2018,2,2.78,3.5,16,11,0,1,4,2018,5,Thursday,15.67,15.79,14.95,15.17,16.17,15.49,20.08,8.66,2.8,3.76,6,46.55,122.82,15,43
5/18/2018,2.34,1.396,6,30,11,0,2,2.4,2018,5,Friday,12.98,13.55,12.96,12.37,12.66,14.1,15.32,6.67,2.8,1.14,12,46.91,120.82,15,55
5/19/2018,2.34,2.561,1,18.4,7,5,0,5,2018,5,Saturday,17.37,17.31,16.75,15.93,18.91,17.19,21.83,7.95,2.8,1.76,14,51.62,118.48,15,31
5/20/2018,7,8.01,1,45,6,1,0,10,2018,5,Sunday,18.7,19.28,18.31,16.9,18.55,18.73,21.51,9.95,2.8,0.06,7,47.99,116.14,15,80
5/21/2018,12,2.759,2.15,14.6,18,0,11,5,2018,5,Monday,17.77,16.42,18.93,17.27,17.34,16.46,21.9,8.65,2.8,1.53,6,52.92,109.14,15,43
5/22/2018,3.67,2.33,3,8.062,7,0,6,6,2018,5,Tuesday,16.66,16.37,15.21,17.14,15.57,15.55,19.51,9.14,2.8,13.38,8,45.79,97.14,15,56
5/23/2018,1.5,3.66,0,11,7,0,0,7,2018,5,Wednesday,17.02,17.39,17.82,16.09,16,17.66,20.29,8.07,2.8,4.65,18,47.43,93.47,15,49
5/24/2018,2,1.99,5,20.2,6,1,10,1,2018,5,Thursday,15.49,16.47,15.92,16.68,15.79,16.32,20.03,9.22,2.8,2.32,10,39.88,91.97,15,55
5/25/2018,2.33,2.33,2,16.4,9,0,1,2,2018,5,Friday,17.9,18.31,18.44,17.63,18.61,18.4,23.16,8.74,2.8,3.06,5,53.28,89.97,15,62
5/26/2018,3.33,2.759,7,16.262,7,0,3,5,2018,5,Saturday,17.32,15.73,16.05,17.36,16.95,16.11,20,8.37,2.8,3.21,14,48.92,87.64,15,88
5/27/2018,6.33,4.518,5,49.262,6,1,0,11,2018,5,Sunday,14.94,16.03,13.75,15.97,16.1,16.36,18.78,8.02,2.8,3.28,16,41.9,84.31,15,83
5/28/2018,7,3.01,1.2,19.6,7,0,7,6,2018,5,Monday,12.49,12.45,11.43,11.61,11.33,11.46,16.15,6.31,2.8,7.16,7,50.62,77.98,15,83
5/29/2018,9,4.033,3.3,21.25,7,0,4,6,2018,5,Tuesday,11.69,12.84,12.42,12.63,12.29,10.75,14.35,6.72,2.8,0.66,7,43.81,70.98,15,68
5/30/2018,4.34,1.67,2,16.4,9,0,14,10,2018,5,Wednesday,14.45,13.13,15.64,14.88,13.03,13.68,17.11,6.2,2.8,4.77,9,57.14,61.98,15,43
5/31/2018,3.5,3.66,1.35,11.4,10,0,8,5.64,2018,5,Thursday,15.57,15.03,16.89,17.06,14.54,15.04,18.65,7.17,2.8,3.89,14,51.32,57.64,15,58
6/1/2018,12.33,2.18,4,29,9,0,5,3,2018,6,Friday,14.11,15.32,14.56,14.11,13.69,13.47,17.61,8.27,2.9,3.86,17,35.8,54.14,15,49
6/2/2018,8,3.086,4,23,9,3,7,9,2018,6,Saturday,13.37,14.12,12.32,13.8,14.51,14.13,16.75,5.49,2.9,2.51,7,59.86,41.81,15,67
6/3/2018,5,2.746,1,22.4,8,1,0,2,2018,6,Sunday,15.85,15.24,15.17,16.02,17.17,15.54,19.28,9.26,2.9,0.51,15,37.52,33.81,15,86
6/4/2018,3.33,3,6,19,3,0,6,6,2018,6,Monday,12.35,11.48,11.38,12.6,13.5,11.58,14.34,6.79,2.9,5.04,7,46.26,242,15,84
6/5/2018,4.33,3.67,1.05,20,7,2,0,7,2018,6,Tuesday,14.77,14.02,14.38,14.81,15.78,14.3,18.6,8.72,2.9,3.74,14,37.59,238.67,15,41
6/6/2018,6,2.34,0.15,17.25,16,3,0,2,2018,6,Wednesday,14.02,12.95,14.44,15.29,12.89,14.43,17.62,7.99,2.9,3.95,16,38.32,234.34,15,74
6/7/2018,2,4.528,0.25,19,11,1,10,2,2018,6,Thursday,10.61,11.47,11.19,11.08,11.34,11.58,12.73,5.85,2.9,2.85,5,47.24,228.34,15,41
6/8/2018,4,1.33,2,9,6,0,2,4.4,2018,6,Friday,11.76,11.59,12.35,12.07,12.74,12.02,13.63,5.19,2.9,1.55,17,51.66,226.34,15,35
6/9/2018,8,6.462,3,21,11,0,5,0,2018,6,Saturday,12.75,13.35,12.26,12.56,12.38,13.19,14.68,7.64,2.9,4.48,13,37.39,222.34,15,46
6/10/2018,2.66,4.693,5,33.2,7,0,0,3,2018,6,Sunday,10.25,10.19,10.24,9.63,10.67,9.25,12.16,5.98,2.9,8.76,9,41.72,214.34,15,39
6/11/2018,8,8.33,3.1,17,17,0,0,6,2018,6,Monday,15.57,15.36,14.61,15.37,17.05,16.66,20.13,8.54,2.9,3.26,12,43.34,211.68,15,38
6/12/2018,2.34,4.5,4,18.186,3,0,1,7.4,2018,6,Tuesday,12.68,12.34,13.19,11.53,13.43,12.26,15.08,5.1,2.9,2.48,16,56.47,203.68,15,32
6/13/2018,12,4.33,1.2,22.25,1,0,0,2,2018,6,Wednesday,11.18,12,12.03,11.31,10.58,10.28,13.24,6.08,2.9,1.59,14,42.51,201.34,15,89
6/14/2018,0,1,1,22,11,0,0,2,2018,6,Thursday,13.21,11.9,12.71,13.84,14.43,13.63,15.3,7.14,2.9,12.91,11,44.79,189.34,15,90
6/15/2018,1,0.066,0.3,11.133,10,0,8,2,2018,6,Friday,11.94,11.39,12.59,11.36,11.26,11.96,15.31,5.14,2.9,1.89,12,55.53,189.34,15,81
6/16/2018,3.34,6.383,5,10,5,0,2,7,2018,6,Saturday,12.49,11.7,11.47,12.36,13.37,13.28,14.79,5.84,2.9,2.35,16,49.4,188.34,15,33
6/17/2018,4.84,6.586,6,24,10,0,5,4,2018,6,Sunday,11.91,11.02,11.88,12.1,11.74,10.74,13.83,4.97,2.9,0.68,10,57.85,185,15,73
6/18/2018,4.5,1.33,2.1,14,4,0,1,6,2018,6,Monday,14.97,15.79,15.59,14.44,15.01,14.76,18.82,6.73,2.9,1.67,10,54.59,180.16,15,64
6/19/2018,4,3.34,4,23,8,0,5,3,2018,6,Tuesday,14.3,13.88,14.82,13.05,13.72,15.54,16.61,5.76,2.9,5.94,13,57.91,175.66,15,74
6/20/2018,3.66,4.528,2.5,15.062,8,3,11,2.6,2018,6,Wednesday,13.98,13.01,14.11,14.56,15.03,13.83,16.31,6.55,2.9,1.5,7,54.2,171.66,15,60
6/21/2018,3.35,2.913,4,36,5,0,5,10.5,2018,6,Thursday,11.82,11.29,11.43,11.48,12.36,10.95,14.15,6.58,2.9,2.01,9,44.39,168,15,90
6/22/2018,5,5.099,4.15,12,3,0,6,5.5,2018,6,Friday,12.57,12.25,12.59,12.23,13.31,12.51,15.66,5.32,2.9,4.49,7,58.63,164.65,15,52
6/23/2018,5.33,7.343,2,14,7,0,1,2,2018,6,Saturday,11.04,11.82,11.99,11.13,10.44,9.94,13.07,6.41,2.9,4.61,7,43.24,159.65,15,83
6/24/2018,1.67,4.746,2,29,10,0,0,3,2018,6,Sunday,13.17,12.13,13.38,13.93,12.51,12.01,15.44,6.42,2.9,2.75,5,53.35,154.32,15,59
6/25/2018,3.33,3.099,0,31.062,12,3,5,2,2018,6,Monday,11.3,12.35,11.31,10.22,11.11,11.95,13.67,5.05,2.9,0.19,7,56.31,152.65,15,60
6/26/2018,10.33,5.67,3,15,6,0,9,4.4,2018,6,Tuesday,14.32,15.56,13.17,13.95,14.99,13.95,16.97,7.77,2.9,0.68,13,43.3,149.32,15,61
6/27/2018,2,2.396,3,11,10,0,2,3,2018,6,Wednesday,11.98,12.09,11.77,12.11,12.79,11.37,14.32,5.36,2.9,3.53,5,57.19,138.99,15,67
6/28/2018,3,2.192,4,10,13,0,5,2,2018,6,Thursday,10.23,10.16,10.28,10.05,9.57,10.16,11.89,4.77,2.9,0.13,6,54.91,136.99,15,77
6/29/2018,1,3,2,10,8,0,0,4,2018,6,Friday,11.62,12.03,11.81,11.24,11.17,10.67,14.57,4.94,2.9,4.87,14,55.06,133.99,15,76
6/30/2018,6.84,3.34,7,26.8,10,2,0,4,2018,6,Saturday,11.87,13.05,11.86,12.63,11.55,11.46,14.5,6.25,2.9,1.27,13,44.98,132.99,15,87
7/1/2018,2,3.693,1,22,7,0,10,4,2018,7,Sunday,16.43,17.8,16.83,15.18,16.47,15.86,20.07,8.98,2.9,8.7,6,47.14,126.15,15,65
7/2/2018,3.33,6.33,3,24.6,18,0,3,7,2018,7,Monday,14.79,13.78,13.44,15.98,14.01,13.56,17.45,6.52,2.9,2.42,15,52.85,124.15,15,31
7/3/2018,6.34,2.33,1,13.6,9,0,8,3,2018,7,Tuesday,11.52,12.04,11.11,10.76,12.46,10.88,14.16,6.58,2.9,3.98,9,42.94,120.82,15,87
7/4/2018,1,2.83,3.5,16.25,6,0,22,7,2018,7,Wednesday,12.63,13.17,13.44,13.79,12.66,11.41,14.67,6.22,2.9,1.78,15,47.33,114.48,15,45
7/5/2018,4.33,2.759,4,15,6,3,3,1,2018,7,Thursday,12.35,13.37,13.2,12.51,12.82,12.99,14.9,6.05,2.9,2.46,7,52.11,113.48,15,71
7/6/2018,2.33,5.33,1.25,20,15,0,0,6,2018,7,Friday,11.13,10.91,12.18,10.95,12.14,10.64,14.12,5.29,2.9,1.82,6,54.03,109.15,15,87
7/7/2018,6.33,8.52,7,19,14,0,0,5.5,2018,7,Saturday,12.55,11.32,11.31,13.13,13.69,11.99,15.54,6.29,2.9,2.44,12,48.22,106.82,15,72
7/8/2018,7.33,5.211,2,28,10,0,5,4,2018,7,Sunday,15.77,15.57,14.26,14.52,15.18,14.29,20.11,7.72,2.9,2.89,19,45.06,100.49,15,38
7/9/2018,3.33,2,4,31,12,3,0,3,2018,7,Monday,14.97,14.27,14.09,16.06,14.61,13.62,18.7,7.49,2.9,5,14,47.11,93.16,15,49
7/10/2018,6,6.36,4,34,9,2,2,4,2018,7,Tuesday,17.1,15.74,15.91,16.8,16.7,15.59,20.19,7.26,2.9,1.96,8,58.05,89.83,15,53
7/11/2018,10,3.363,3,29.4,13,0,6,2,2018,7,Wednesday,16.16,17.18,16.23,15.73,16.39,17.77,19.85,7.01,2.9,0.53,9,56.66,83.83,15,80
7/12/2018,3,4.34,7,24,11,4,0,3,2018,7,Thursday,14.42,13.51,15.37,15.37,13.8,15.67,18.29,8.5,2.9,7.03,15,36.96,73.83,15,38
7/13/2018,1.34,2.67,1.15,22,5,0,2,3,2018,7,Friday,16.28,15.05,15.28,17.27,16.97,16.15,20.45,9.09,2.9,4.12,10,43.6,70.83,15,40
7/14/2018,0,3.2,0,26,8,0,0,1.4,2018,7,Saturday,16.03,16.88,15.42,16.15,15.51,16.94,19.98,9.31,2.9,0.36,10,41.33,69.49,15,88
7/15/2018,10,9.42,3.5,23,4,0,1,7,2018,7,Sunday,16.45,16.14,16.12,17.99,15.55,14.88,20.91,8.94,2.9,0.91,14,42.55,69.49,15,67
7/16/2018,9.33,5.023,1,22,8,0,0,3,2018,7,Monday,14.27,13.96,13.76,14.06,13.55,14.26,18.15,8.39,2.9,1.37,18,34.82,59.49,15,40
7/17/2018,2.33,3.66,2,29.4,13,0,0,6,2018,7,Tuesday,11.12,11,12.11,10.34,10.98,10.97,13.48,5.01,2.9,10.98,10,54.49,50.16,15,86
7/18/2018,2.5,2.837,5,10,17,0,12,6,2018,7,Wednesday,14.44,14.87,14.47,15.79,15.79,14.37,17.97,6.86,2.9,1.71,17,47.97,47.83,15,50
7/19/2018,6.84,4,3,16,14,1,0,3,2018,7,Thursday,11.21,11.97,11.48,12.28,11.27,10.87,14.55,6.46,2.9,3.01,17,36.88,45.33,15,80
7/20/2018,5,7.177,5,35.2,2,1,2,4,2018,7,Friday,13.78,12.44,14.48,12.82,13.51,12.64,16.9,6.23,2.9,8.71,19,49.26,38.49,15,34
7/21/2018,4,5.02,0.3,22,7,0,5,1,2018,7,Saturday,12.01,12.84,12.98,11.46,11.06,13.11,14.67,6.79,2.9,0.91,13,40.92,33.49,15,62
7/22/2018,3.66,4.34,0,31,4,0,5,6,2018,7,Sunday,11.11,10.72,11.04,10.26,10.78,12.01,13.48,4.8,2.9,5.47,18,52.1,268,15,87
7/23/2018,8.68,1.863,2.1,12,15,1,0,5.3,2018,7,Monday,16.22,16.07,15.39,17.58,14.62,17.56,19.96,9.05,2.9,0.41,9,44.26,264.34,15,78
7/24/2018,9.68,4,2,22,4,1,2,2,2018,7,Tuesday,14.06,14.47,15.09,14.76,13.21,12.86,17.08,7.82,2.9,0.88,14,41.21,255.66,15,58
7/25/2018,5,2.68,2,16,7,0,0,2,2018,7,Wednesday,15.74,16.59,17.19,16.75,16.64,16.91,19.05,7.48,2.9,10.98,12,50.91,245.98,15,44
7/26/2018,4.33,1.827,5,24,4,0,1,4,2018,7,Thursday,16.63,16.01,16.56,17.42,18.18,14.98,21.39,8.74,2.9,6.09,15,43.79,240.98,15,75
7/27/2018,2.34,3.34,3,19.4,11,0,1,6,2018,7,Friday,16.29,17.79,14.73,15.68,17.59,15.39,19.23,9.02,2.9,0.5,9,44.68,236.65,15,38
7/28/2018,6,4.01,1,24.5,9,0,0,3,2018,7,Saturday,17.11,15.92,17.29,17.92,15.47,16.63,19.86,7.81,2.9,2.08,19,48.77,234.31,15,89
7/29/2018,3.5,4.35,2.1,9,7,1,0,3,2018,7,Sunday,16.56,17.5,17.37,14.93,15.58,18.03,19.18,8.14,2.9,3.75,17,46.16,228.31,15,78
7/30/2018,3,6.33,5.3,26,9,2,0,4,2018,7,Monday,16.72,17.82,15.81,15.62,17.1,17.45,19.96,9.73,2.9,3.21,14,38.48,224.81,15,46
7/31/2018,7.33,3.736,3,13,5,0,0,3,2018,7,Tuesday,14.39,14.24,13.07,13.14,14.91,14.68,16.93,6.68,2.9,0.15,11,52.58,221.81,15,37
8/1/2018,1,2.34,1,14,9,1,1,7,2018,8,Wednesday,14.26,14.2,12.94,14.69,14.01,13.43,17.67,7.6,2.7,3.85,9,46.76,214.48,15,38
8/2/2018,0,1,0,11,11,0,2,5,2018,8,Thursday,17.41,18.75,18.23,17.04,16.87,17.23,21.8,8.18,2.7,2.31,15,49.75,213.48,15,87
8/3/2018,4.01,2.67,2,21,9,0,0,1,2018,8,Friday,12.65,13.25,12.2,12.29,11.85,13.16,16.05,5.33,2.7,0.99,8,58.37,213.48,15,86
8/4/2018,5,3.87,2,8,11,3,0,8,2018,8,Saturday,15.3,14.43,16.24,15.55,16.4,16.75,18.19,8.59,2.7,4.23,9,43.91,209.47,15,53
8/5/2018,6,0.99,5,13,4,2,6,1.3,2018,8,Sunday,13.38,14.66,12.89,13.16,12.92,13.73,15.57,6.63,2.7,1.97,19,44.39,204.47,15,39
8/6/2018,8.33,6.165,2,21.388,7,0,6,2,2018,8,Monday,17.27,17.43,17.23,17.75,18.77,17.79,20.99,9.05,2.7,1.85,14,44.61,198.47,15,62
8/7/2018,2.33,2.67,8,15,7,1,1,3,2018,8,Tuesday,14.49,14.9,14.76,13.44,15.43,14.87,17.23,7.66,2.7,9.06,5,49.41,190.14,15,69
8/8/2018,4.33,2.793,2,10,13,0,0,2,2018,8,Wednesday,16.46,14.96,16.26,16.71,15.13,17.12,20.64,8.61,2.7,0.93,9,47.74,187.81,15,85
8/9/2018,2.67,3.066,1,29.4,13,0,0,2,2018,8,Thursday,15.1,13.68,13.82,14.31,15.71,16.53,19.3,9,2.7,3.62,11,39.12,183.48,15,83
8/10/2018,6,4,4,19,4,0,0,2,2018,8,Friday,10.83,10.65,10.48,10.64,9.98,11.79,13.74,5.75,2.7,2.97,15,43.22,180.81,15,84
8/11/2018,4,4.133,6,37,16,1,5,10,2018,8,Saturday,16.94,17.37,18.63,16.32,15.43,17.3,21.42,7.28,2.7,6.33,19,51.77,174.81,15,38
8/12/2018,10.99,4.99,6,16,6,0,1,2,2018,8,Sunday,17.02,15.46,16.64,18.39,18.16,15.44,20.53,9.99,2.7,4.05,18,34.93,170.81,15,60
8/13/2018,3.33,5.02,2,23.25,15,0,3,2,2018,8,Monday,11.36,12.14,10.59,12.41,10.9,11.11,13.34,4.93,2.7,8.4,13,54.65,159.82,15,75
8/14/2018,1.33,2.736,5,12,9,0,4,5,2018,8,Tuesday,15.44,16.12,16.34,16.07,14.19,16.51,18.07,6.72,2.7,4.66,15,53.45,156.49,15,30
8/15/2018,8.34,4.199,2,32.2,13,2,0,1,2018,8,Wednesday,15.57,14.55,16.97,15.05,15.91,16.25,19.1,8.2,2.7,2.99,5,49.6,155.16,15,31
8/16/2018,3.33,8.729,4,27.4,6,3,5,5,2018,8,Thursday,10.94,10.15,11.84,11.05,10.82,11.56,13,5.58,2.7,0.72,16,44.8,146.82,15,59
8/17/2018,2.33,2.99,2.4,23,5,1,5,1,2018,8,Friday,12.42,11.34,12.84,11.75,11.54,13.59,14.91,6.78,2.7,2.41,19,38.73,143.49,15,61
8/18/2018,6.33,5.34,0,32.1,5,1,6,0,2018,8,Saturday,14.07,15.41,14.33,14.69,13.61,13.39,17.54,8.06,2.7,3.37,15,38.73,141.16,15,84
8/19/2018,6.33,4.495,1,19.9,3,0,5,6,2018,8,Sunday,14.92,15.9,15.71,15.1,15.01,15.85,19.21,7.36,2.7,5.54,9,50.72,134.83,15,47
8/20/2018,4,5.68,4.2,21.4,7,0,20,3,2018,8,Monday,16.49,18,16.38,16.02,16.43,15.58,21.36,8.55,2.7,6.71,14,45.19,128.5,15,33
8/21/2018,2.34,3,2.15,26.2,4,1,1,4,2018,8,Tuesday,14.9,14.52,15.36,13.66,13.7,13.42,18.87,8.65,2.7,5.47,13,39.34,124.5,15,82
8/22/2018,5,4.33,0,18,4,1,0,4,2018,8,Wednesday,11.4,11.07,12.39,11.43,10.32,10.27,14.35,6.73,2.7,0.6,16,36.11,122.16,15,81
8/23/2018,5,4.067,4,35,8,0,23,3,2018,8,Thursday,16.85,16.66,15.99,17.73,16.61,15.49,19.7,7.94,2.7,6.83,18,47.76,117.16,15,71
8/24/2018,4,2.34,1,38.5,7,0,21,4,2018,8,Friday,17.33,18.31,18.14,15.86,17.93,18.7,21.78,9.38,2.7,6.24,8,46.52,112.16,15,36
8/25/2018,3.67,4.01,3.2,27,4,0,6,2.5,2018,8,Saturday,14.19,15.52,14.61,13.07,13.39,15.38,16.67,8.5,2.7,0.79,7,41.45,108.16,15,71
8/26/2018,11.33,6.67,4,57,10,0,8,4.3,2018,8,Sunday,15.56,16.49,14.99,14.56,17.1,14.05,18.35,7.78,2.7,4.78,11,48.93,104.49,15,47
8/27/2018,3.34,1,9,16,6,0,1,1,2018,8,Monday,16.81,18.31,17.4,15.41,16.75,15.69,20.89,8.84,2.7,5.78,13,45.05,93.16,15,87
8/28/2018,2,2.68,1,26.4,7,1,0,3,2018,8,Tuesday,12.79,13.83,12.41,11.68,13.65,12.87,15.16,6.11,2.7,3.28,18,47.04,89.82,15,65
8/29/2018,6.67,2.67,1.3,28.5,10,1,5,3,2018,8,Wednesday,13.35,12.75,13.29,13.75,12.72,14.08,16.45,7.94,2.7,0,5,43.09,87.82,15,48
8/30/2018,2.33,2.736,3,38,7,0,4,2,2018,8,Thursday,13.59,13.2,14.88,13.42,13.6,14.61,16.44,7.88,2.7,6.9,5,44.51,81.15,15,46
8/31/2018,4.34,3.34,0,17.2,13,1,20,4,2018,8,Friday,11.91,12.47,12.39,13.09,12.6,12.03,15,6.16,2.7,4.32,6,49.98,78.82,15,62
9/1/2018,2.34,0,2.2,19,6,1,1,2,2018,9,Saturday,15.47,15.17,15.2,15.69,15.12,14.16,19.92,8.94,2.3,5.87,15,38.19,74.48,15,37
9/2/2018,6.68,5.373,3,20,5,0,5,2,2018,9,Sunday,15.79,15.38,14.92,16.59,15.43,17.05,19.98,7.41,2.3,0.15,7,54.13,72.14,15,48
9/3/2018,1,2.02,2,27.4,12,0,0,4,2018,9,Monday,15.07,14.62,14.6,14.23,15.2,14.56,17.68,7.9,2.3,4.98,14,44.59,65.46,15,40
9/4/2018,4,1.086,1,22,7,0,3,2,2018,9,Tuesday,14,12.95,12.77,13.52,13.64,13.35,18.03,5.91,2.3,0.24,19,52.62,64.46,15,55
9/5/2018,6.5,3.33,1.5,28,11,0,3,2,2018,9,Wednesday,18.07,18.49,16.46,16.42,17.91,19.06,22.13,7.45,2.3,5.2,14,56.42,60.46,15,71
9/6/2018,6.66,4.056,3,18.4,13,0,5,0,2018,9,Thursday,16.64,17.41,16.97,16.38,16.25,17.76,20.9,8.63,2.3,3.41,17,43.19,53.96,15,48
9/7/2018,2,1.746,4,42,6,0,22,7.7,2018,9,Friday,14.53,15.96,13.49,13.76,14.37,14.27,18.44,7.66,2.3,2.49,10,46.75,47.3,15,62
9/8/2018,10,2.34,6.1,35.4,12,0,10,1,2018,9,Saturday,16.43,17.74,15.34,16.25,16.66,14.93,20.09,7.61,2.3,0.35,7,54.72,45.3,15,35
9/9/2018,4,5.944,0,50,2,0,0,5,2018,9,Sunday,18.4,17.04,19.9,17.79,19.13,16.57,22.51,8.46,2.3,6.49,19,48.4,35.3,15,42
9/10/2018,7,2.406,2,49.4,14,3,1,2,2018,9,Monday,13.02,12.9,12.34,13.55,11.86,13.27,15.83,5.64,2.3,1.1,15,53.67,31.3,15,67
9/11/2018,9,2.726,3,50.6,15,0,6,4,2018,9,Tuesday,14.22,13.44,13,14.63,14.67,14.63,18.25,8.06,2.3,5.34,17,37.92,275,15,78
9/12/2018,4,3,2,35,18,0,5,0,2018,9,Wednesday,17.09,16.88,15.65,18.11,17.72,15.82,20.48,7.7,2.3,7.45,17,50.65,266,15,30
9/13/2018,2.83,3.086,1,20.6,5,2,12,2,2018,9,Thursday,13.62,14.71,13.56,14.88,13.35,12.92,16.16,6.72,2.3,0.47,7,51.77,262,15,44
9/14/2018,8,7.02,4,54,7,0,1,2,2018,9,Friday,12.48,12.44,11.88,12.85,12.35,12.77,15.77,6.43,2.3,0.14,11,47.37,259.17,15,33
9/15/2018,6,2.01,4,19.7,6,0,10,4.4,2018,9,Saturday,13.92,14.79,13.45,13.14,14.31,14.35,16.11,6.72,2.3,7.86,14,48.97,251.17,15,82
9/16/2018,3.33,0.67,3.25,24.25,6,1,7,3,2018,9,Sunday,18.67,19.95,18.79,18.45,18.72,18.79,23.69,10.15,2.3,2,15,41.86,245.17,15,84
9/17/2018,3,2.33,3.75,44.4,10,1,5,0,2018,9,Monday,11.47,11.32,10.54,10.93,12.24,11.16,14.47,4.98,2.3,3.8,7,57.56,241.84,15,86
9/18/2018,4.34,3,3.7,20,6,0,1,5,2018,9,Tuesday,15.15,16.02,15.97,15.8,16.43,15.58,18.91,7.65,2.3,2.63,18,44.02,238.84,15,49
9/19/2018,6,3.68,2,26,10,0,9,7,2018,9,Wednesday,16.87,17.02,16.09,16.02,16.84,17.29,21.34,9,2.3,2.36,7,47.85,234.5,15,51
9/20/2018,2,4.067,2,24.2,13,1,0,5,2018,9,Thursday,17.07,17.37,17.08,18.65,17,15.56,20,6.96,2.3,7.95,13,57.39,228.5,15,82
9/21/2018,4.66,5.837,1,33.1,10,0,1,3,2018,9,Friday,12.79,11.74,12.47,12.95,14.03,12.86,14.77,5.52,2.3,2.96,10,56.41,226.5,15,43
9/22/2018,6,3.833,1.5,31.6,6,1,23,3,2018,9,Saturday,18.71,16.87,17.87,19.08,18,17.28,21.56,11.21,2.3,3.76,5,42.67,221.84,15,62
9/23/2018,7.34,9.439,3.25,42.862,9,0,8,5,2018,9,Sunday,11.34,10.47,11.33,11.03,11.45,11.38,14.39,6.58,2.3,1.21,14,38.66,215.84,15,57
9/24/2018,7.33,3.67,5.5,53.8,7,0,9,2,2018,9,Monday,13.73,14.9,14.42,12.87,12.49,14.99,16.77,6.59,2.3,2.12,14,49.26,208.5,15,67
9/25/2018,6,4.736,3.3,53.85,11,0,22,2,2018,9,Tuesday,12.2,11.49,11.16,13.26,12.79,12.82,14.07,5.28,2.3,5.39,14,54.25,201.17,15,80
9/26/2018,3,9,6,41.4,9,1,0,3,2018,9,Wednesday,12.5,13.23,11.71,13.37,12.51,11.42,15.38,6.4,2.3,4.55,17,43.92,195.17,15,48
9/27/2018,4,6.567,4.6,19,11,0,7,3,2018,9,Thursday,14.14,12.81,14.66,15.04,15.47,14.53,16.74,7.78,2.3,1.16,12,43.16,192.17,15,89
9/28/2018,2,4.68,3.7,40.6,3,0,5,3,2018,9,Friday,18.21,17.85,17.25,16.8,19.55,18.11,23.46,9.27,2.3,3.22,16,44.91,188.17,15,76
9/29/2018,3.5,5.33,2.15,57.7,4,0,21,1,2018,9,Saturday,12.72,13.61,13.11,11.89,13.71,12.16,14.8,5.23,2.3,1.53,10,58.47,186.17,15,88
9/30/2018,11.01,2.01,2,54,9,1,3,3,2018,9,Sunday,18.23,17.54,19.02,19.2,20.04,17.54,22.7,8.33,2.3,1.91,10,53.84,182.67,15,72
10/1/2018,3,4.932,1,53,10,0,21,3,2018,10,Monday,15.73,17.17,15.61,14.92,16.81,17.12,19.49,7.64,2.5,6.89,16,47.44,171.66,15,49
10/2/2018,6,3.91,3.5,18.6,7,0,6,0,2018,10,Tuesday,14.91,14.85,14.88,13.93,14.15,15.94,17.67,6.4,2.5,1.06,10,56.64,168.66,15,86
10/3/2018,6,3.33,3,34.9,12,2,5,4,2018,10,Wednesday,12.22,11.95,12.41,13.25,11.7,13.1,15.07,7.31,2.5,0.49,16,35.26,162.66,15,42
